,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,7-Sep,1:02PM ET,boxscore,W,,Jan-00,,Cleveland Browns,30,27,24,503,376,127,1,23,389,198,191,,15.13,-11.17,-0.96
2,Thu,11-Sep,8:28PM ET,boxscore,L,,1-Jan,@,Baltimore Ravens,6,26,17,301,202,99,3,25,323,166,157,,-8.62,-12.28,0.04
3,Sun,21-Sep,8:31PM ET,boxscore,W,,1-Feb,@,Carolina Panthers,37,19,24,454,190,264,,20,349,307,42,2,19.58,-6.24,6.54
4,Sun,28-Sep,1:03PM ET,boxscore,L,,2-Feb,,Tampa Bay Buccaneers,24,27,27,390,305,85,1,21,350,287,63,1,11.5,-8.34,-7.28
5,Sun,5-Oct,1:02PM ET,boxscore,W,,2-Mar,@,Jacksonville Jaguars,17,9,20,372,261,111,1,12,243,187,56,2,4.43,12.09,-6.2
6,Sun,12-Oct,1:02PM ET,boxscore,L,,3-Mar,@,Cleveland Browns,10,31,22,359,221,138,1,19,368,210,158,1,-8.55,-10.72,-0.35
7,Mon,20-Oct,8:30PM ET,boxscore,W,,3-Apr,,Houston Texans,30,23,18,328,252,76,1,20,393,261,132,3,2.13,0.89,3.33
8,Sun,26-Oct,4:25PM ET,boxscore,W,,3-May,,Indianapolis Colts,51,34,34,639,522,117,2,26,448,385,63,2,32.56,-14.74,0.03
9,Sun,2-Nov,8:30PM ET,boxscore,W,,3-Jun,,Baltimore Ravens,43,23,22,376,321,55,1,22,332,269,63,2,19.03,8.67,-8.92
10,Sun,9-Nov,1:02PM ET,boxscore,L,,4-Jun,@,New York Jets,13,20,22,362,326,36,4,15,275,125,150,,-1.19,2.63,-8.31
11,Mon,17-Nov,8:30PM ET,boxscore,W,,4-Jul,@,Tennessee Titans,27,24,29,386,180,206,1,14,312,263,49,1,10.97,-6.52,-1
12,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
13,Sun,30-Nov,1:02PM ET,boxscore,L,,5-Jul,,New Orleans Saints,32,35,36,538,435,103,2,20,393,250,143,,16.08,-18.67,-2.21
14,Sun,7-Dec,1:02PM ET,boxscore,W,,5-Aug,@,Cincinnati Bengals,42,21,25,543,350,193,,16,408,322,86,2,24.43,1.57,-4.68
15,Sun,14-Dec,1:02PM ET,boxscore,W,,5-Sep,@,Atlanta Falcons,27,20,22,398,353,45,,20,407,310,97,1,15.49,-9.79,2.51
16,Sun,21-Dec,1:02PM ET,boxscore,W,,5-Oct,,Kansas City Chiefs,20,12,19,282,214,68,,22,327,288,39,1,11.59,-3.49,-0.95
17,Sun,28-Dec,8:30PM ET,boxscore,W,,5-Nov,,Cincinnati Bengals,27,17,18,346,317,29,3,19,337,221,116,3,0.69,4.96,4.31
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sat,3-Jan,8:15PM ET,boxscore,L,,6-Nov,,Baltimore Ravens,17,30,22,387,319,68,3,19,299,246,53,1,-2.72,-9.65,0.02
